x y z yaw pitch roll
0.000000 0.000000 -0.000000 0.000000 0.000000 -0.000000
-0.110440 -0.082805 0.849299 0.222668 -0.137797 -0.113329
0.006850 -0.089647 1.700557 0.325601 -0.668144 0.069079
0.613245 -0.116204 2.310419 0.073898 -2.671118 0.096995
0.190467 -0.063766 3.056830 0.293796 -2.195882 0.434839
-0.196888 -0.142994 3.821047 0.407962 -1.659822 0.311022
-0.060332 -0.161763 4.669319 0.205849 -2.558199 0.312035
0.055816 -0.183127 5.521715 0.129202 -3.269315 0.401162
-0.009922 -0.170350 6.378548 0.040048 -3.493843 0.387989
-0.111548 -0.182668 7.232743 0.019580 -3.800143 0.114331
-0.153292 -0.275996 8.087246 0.125875 -4.193871 -0.182100
-0.089308 -0.323569 8.942672 0.011318 -4.655516 -0.296537
-0.201391 -0.355832 9.795163 -0.051024 -4.874821 -0.305697
-0.268704 -0.330653 10.652513 0.234262 -5.188162 -0.219379
-0.433100 -0.341818 11.496165 0.359725 -4.852442 -0.199328
-0.517606 -0.305392 12.347074 0.420199 -5.077100 -0.004114
-0.370673 -0.312555 13.198121 0.428017 -6.173217 0.113666
-0.635049 -0.232740 14.023891 0.554031 -5.907193 0.646772
-0.763013 -0.257595 14.895815 0.487172 -5.632748 0.668602
-0.997437 -0.308155 15.754893 0.245385 -5.311647 0.600162
-1.054529 -0.296752 16.654732 0.546359 -5.571551 0.629684
-1.154012 -0.317113 17.555190 0.419474 -5.601699 0.627208
-1.291256 -0.385281 18.455284 0.068364 -5.678177 0.590629
-1.470303 -0.437607 19.351170 0.080617 -5.490893 0.587469
-1.557709 -0.464283 20.265120 0.285353 -5.788227 0.644081
-1.647399 -0.525511 21.187445 0.076004 -5.782215 0.366753
-1.794793 -0.627409 22.106283 -0.138558 -5.557148 -0.144842
-1.891268 -0.540525 23.034581 0.196165 -5.883997 -0.074445
-2.050782 -0.641207 23.959551 0.197574 -5.638334 -0.548688
-2.216358 -0.529651 24.885145 0.327666 -5.390638 -0.165787
-2.192782 -0.521640 25.834247 0.607473 -5.780830 0.091194
-2.204274 -0.348547 26.771634 0.499520 -6.019382 1.099715
-2.242837 -0.354360 27.730877 0.603438 -5.757889 1.366170
-2.298474 -0.370202 28.699020 0.603438 -5.757889 1.366170
-2.331971 -0.483938 29.668829 1.383153 -6.043810 0.965133
-2.424178 -0.411504 30.642625 1.413901 -6.250610 1.198578
-2.591509 -0.402548 31.608820 1.570624 -5.871870 1.499471
-2.664137 -0.455778 32.585247 1.717890 -6.332210 1.789740
-2.766302 -0.355567 33.560635 1.839092 -6.531289 2.328031
-2.852064 -0.451094 34.565823 1.809924 -6.853058 2.153762
-2.934942 -0.459289 35.622996 1.765883 -7.149721 2.212888
-3.306346 -0.615379 36.586819 1.678644 -6.709878 1.738562
-3.372615 -0.688096 37.628726 1.727184 -6.903288 1.698228
-3.032597 -0.837868 38.594806 1.905498 -8.511241 1.162598
-3.223070 -0.885086 39.613962 1.912065 -8.521362 0.921928
-3.464279 -0.939019 40.609517 1.387452 -8.247147 0.685510
-3.647340 -0.996305 41.616268 1.187204 -8.282604 0.690585
-3.837273 -1.059575 42.608799 1.451020 -8.007539 0.572566
-3.560188 -1.009596 43.576589 1.353731 -10.264297 1.150965
-3.686280 -0.932277 44.569286 1.358013 -10.291013 1.516337
-3.931805 -1.009298 45.537367 1.315655 -9.822296 1.267867
-4.091197 -1.036172 46.521813 1.207357 -10.069108 1.298419
-4.307039 -1.083718 47.485838 0.876720 -10.026219 1.563164
-4.420579 -1.041311 48.458859 0.838389 -10.532740 2.099008
-4.458510 -1.018033 49.442340 0.991757 -11.102955 2.353503
-4.596198 -1.024704 50.416197 1.331093 -11.349392 2.365498
-4.859456 -1.046383 51.359039 1.226453 -10.749820 2.396084
-5.142875 -1.069097 52.289149 1.398524 -10.735442 2.504816
-5.176218 -1.075610 53.253978 1.944176 -11.234454 2.673031
-5.211686 -1.190495 54.212315 2.093832 -11.675288 2.441231
-5.572389 -1.174708 55.102923 2.250218 -11.463872 2.617660
-5.635039 -1.189373 56.065109 2.181847 -11.714060 2.521653
-5.679314 -1.331339 57.017603 2.220286 -11.966340 1.998646
-6.112577 -1.312108 57.867705 1.958097 -11.416927 2.024427
-6.257878 -1.389121 58.796901 1.729655 -11.718714 2.148247
-6.721021 -1.505550 59.591814 1.829520 -10.673350 2.335644
-6.939273 -1.497515 60.482999 1.741085 -10.805474 2.817632
-7.101927 -1.603816 61.375915 1.326262 -11.013754 2.644956
-7.224280 -1.645033 62.268236 1.019554 -11.090739 2.495370
-7.473148 -1.720247 63.115192 0.729691 -10.797903 2.372915
-7.691718 -1.824654 63.952666 0.820545 -10.612385 2.255859
-7.867382 -1.784681 64.791625 0.456801 -10.643572 2.406501
-8.156124 -1.800221 65.586839 -0.126062 -10.260169 2.553781
-8.309984 -1.842922 66.403144 -0.135824 -10.487442 2.549397
-8.473506 -1.925192 67.202052 -0.448106 -10.436720 2.374621
-8.683226 -2.007902 67.977503 -0.451417 -10.443279 2.044817
-8.787238 -2.050500 68.766567 -0.501013 -10.716041 1.885228
-8.975228 -2.104109 69.521064 -0.950374 -10.766421 1.717771
-9.543870 -2.223591 70.005702 -0.902367 -10.210162 1.751957
-9.477008 -2.420915 70.709508 -1.071889 -10.820922 1.827948
-9.561271 -2.352245 71.417206 -1.459160 -10.796403 2.443683
-9.712336 -2.375645 72.098561 -1.655672 -10.915088 2.466128
-9.637914 -2.496818 72.763539 -1.704323 -11.599902 2.082479
-9.747983 -2.498526 73.414130 -1.722939 -11.843202 1.991493
-10.176565 -2.595015 73.871148 -1.505998 -10.963182 2.072606
-10.489290 -2.854393 74.331774 -1.364542 -10.336756 1.692567
-10.637433 -2.900657 74.907999 -1.302707 -10.109418 1.941393
-10.931105 -2.907312 75.413225 -1.287977 -9.440086 2.078017
-10.728805 -2.651634 75.883935 -0.828028 -10.111370 2.755309
-10.877570 -2.785482 76.403769 -0.398371 -9.450969 2.247636
-10.717943 -2.639772 76.903078 0.149694 -9.784150 2.436293
-10.826626 -2.739039 77.414289 0.167952 -9.355826 1.935596
-10.729822 -2.693026 77.915602 -0.015987 -9.203887 2.182746
-10.500507 -2.621385 78.356408 -0.047272 -9.108735 2.537498
-10.596971 -2.642974 78.834390 -0.336807 -8.168593 2.452402
-10.735727 -2.658520 79.288025 -0.205187 -6.897421 2.484186
-10.713084 -2.719784 79.743647 -0.162215 -5.493905 2.463250
-10.643429 -2.774735 80.189945 -0.016876 -4.137677 2.163563
-10.633241 -2.744098 80.638960 0.011878 -2.184475 2.394566
-10.528386 -2.800262 81.060211 0.179375 -0.307014 2.182176
